2019-11-13 17:01:07.688 [main] INFO  com.gaolei.crawler.CrawlerApplication - Starting CrawlerApplication on GaoLei with PID 23388 (E:\JavaProgram\gaolei-epwho-crawler\target\classes started by Administrator in E:\JavaProgram\gaolei-epwho-crawler)
2019-11-13 17:26:07.983 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7812.html
2019-11-13 17:26:07.988 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7812.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:95)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:26:08.304 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7886.html
2019-11-13 17:26:08.310 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7886.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:95)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:26:08.725 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7794.html
2019-11-13 17:26:08.760 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7794.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:95)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:26:08.817 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7871.html
2019-11-13 17:26:08.823 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7871.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:95)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:26:09.079 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7906.html
2019-11-13 17:26:09.085 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7906.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:95)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:28:49.628 [main] INFO  com.gaolei.crawler.CrawlerApplication - Starting CrawlerApplication on GaoLei with PID 26028 (E:\JavaProgram\gaolei-epwho-crawler\target\classes started by Administrator in E:\JavaProgram\gaolei-epwho-crawler)
2019-11-13 17:28:49.632 [main] INFO  com.gaolei.crawler.CrawlerApplication - No active profile set, falling back to default profiles: default
2019-11-13 17:28:49.885 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.16.Final
2019-11-13 17:28:50.677 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-13 17:28:50.765 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 80ms. Found 2 repository interfaces.
2019-11-13 17:28:51.132 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$4224fa7c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-13 17:28:51.498 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8111 (http)
2019-11-13 17:28:51.512 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8111"]
2019-11-13 17:28:51.522 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-13 17:28:51.523 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-11-13 17:28:51.660 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-11-13 17:28:51.660 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1956 ms
2019-11-13 17:28:51.901 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-11-13 17:28:52.159 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2019-11-13 17:28:52.219 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.9.Final}
2019-11-13 17:28:52.220 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2019-11-13 17:28:52.337 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2019-11-13 17:28:52.478 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2019-11-13 17:28:53.115 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2019-11-13 17:28:53.433 [main] INFO  o.h.hql.internal.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
2019-11-13 17:28:53.913 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-11-13 17:28:53.950 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2019-11-13 17:28:54.090 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-11-13 17:28:54.143 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8111"]
2019-11-13 17:28:54.173 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8111 (http) with context path ''
2019-11-13 17:28:54.175 [main] INFO  com.gaolei.crawler.CrawlerApplication - Started CrawlerApplication in 5.052 seconds (JVM running for 6.301)
2019-11-13 17:28:55.142 [scheduling-1] INFO  com.gaolei.crawler.task.EpwhoProcessor - 环保在线-商城产品列表任务开始执行...
2019-11-13 17:28:55.166 [scheduling-1] INFO  us.codecraft.webmagic.Spider - Spider www.hbzhan.com started!
2019-11-13 17:28:56.070 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/product/newtype.html
2019-11-13 17:29:01.668 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7692.html
2019-11-13 17:29:01.685 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7692.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:01.709 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7710.html
2019-11-13 17:29:01.717 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7710.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.103 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7738.html
2019-11-13 17:29:02.111 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7738.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.206 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7720.html
2019-11-13 17:29:02.214 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7720.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.331 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7730.html
2019-11-13 17:29:02.338 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7730.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.415 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7750.html
2019-11-13 17:29:02.421 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7750.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.507 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7762.html
2019-11-13 17:29:02.513 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7762.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.634 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7774.html
2019-11-13 17:29:02.640 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7774.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.894 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7782.html
2019-11-13 17:29:02.900 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7782.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:02.972 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7812.html
2019-11-13 17:29:02.977 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7812.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:03.260 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7871.html
2019-11-13 17:29:03.267 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7871.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:03.371 [pool-1-thread-2] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7886.html
2019-11-13 17:29:03.377 [pool-1-thread-2] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7886.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.ArrayIndexOutOfBoundsException: 1
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:99)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:29:03.518 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7794.html
